c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,
2149,59,28,85,8,379,228,160,55,973,6
2045,173,26,150,-54,864,193,163,68,949,6
2422,318,30,208,153,2131,80,215,200,964,6
2284,352,19,190,-414,767,182,189,156,1020,6
2121,213,18,365,32,961,168,232,204,1433,6
1909,264,31,561,211,2555,184,246,201,228,6
2105,328,21,235,-1444,1811,166,242,183,361,6
2211,283,45,150,-153,696,138,230,226,962,6
2277,0,40,218,61,636,112,149,137,990,6
2126,16,25,85,-1356,277,189,159,34,774,6
2378,290,22,212,64,1500,124,229,132,408,6
2196,336,10,192,57,1529,194,225,113,1477,6
2184,252,24,409,47,3115,239,185,199,876,6
2300,299,25,121,52,890,240,190,121,1020,6
2252,112,26,67,30,797,254,202,58,1063,6
2126,307,30,270,-93,1139,114,218,214,1036,6
2253,259,8,60,13,3534,132,179,205,726,6
2183,303,28,120,46,1124,133,214,216,691,6
2263,265,34,218,-190,780,107,213,234,3064,6
2194,127,27,361,19,404,179,171,132,805,6
2261,282,23,85,29,283,150,227,214,755,6
2501,212,30,145,58,2055,198,217,157,3053,6
2634,330,9,276,0,1329,193,247,170,696,6
2515,343,9,228,-958,1495,202,226,163,484,6
2223,349,26,51,86,1064,205,188,197,3498,6
2308,316,13,221,-1054,942,138,199,115,1022,6
2305,104,22,120,-755,953,210,218,108,1054,6
2250,36,32,90,34,531,197,180,81,1251,6
2321,221,1,324,81,1680,107,224,250,874,6
2325,83,32,277,115,1514,236,220,114,588,6
2020,2,30,134,56,1429,99,200,136,418,6
2300,59,33,90,-92,993,224,153,37,3715,6
2671,348,31,45,42,485,148,174,156,2552,6
2372,168,42,323,58,904,199,179,96,1634,6
2283,321,25,216,80,131,60,202,173,1200,6
2427,256,25,84,18,1677,204,187,179,2899,6
2271,258,18,60,16,997,249,247,197,1248,6
2293,261,8,120,46,983,171,246,212,1253,6
2307,344,22,268,114,942,193,209,164,1230,6
2314,274,47,217,-178,3819,152,249,235,960,6
2298,304,24,134,30,1190,99,220,193,693,6
2326,315,16,243,-1354,1142,190,231,180,960,6
2306,283,12,60,7,1765,132,240,194,1253,6
2469,337,22,342,137,882,168,223,173,1794,6
2484,74,24,30,14,582,240,186,88,765,6
2270,81,25,0,0,566,243,137,53,735,6
2227,83,21,30,-288,557,228,189,84,648,6
2335,302,32,305,-153,1182,43,203,220,713,6
2212,297,10,0,0,2527,200,225,162,1075,6
2260,276,17,60,-945,1640,153,241,207,992,6
2282,302,3,124,18,855,165,239,201,1001,6
2746,319,6,500,12,1091,248,226,183,730,6
2434,318,12,366,168,1337,169,229,180,570,6
2195,59,19,30,6,669,253,175,59,516,6
2272,41,32,60,-450,604,119,148,56,696,6
2335,284,6,239,52,1221,202,183,127,143,6
2285,312,13,30,8,1121,185,230,185,1245,6
2373,339,19,300,-1312,3095,174,203,171,1351,6
2461,327,12,85,-954,344,101,220,180,859,6
2427,276,19,104,60,2957,232,204,190,800,6
2411,193,30,42,-678,1657,109,249,162,2599,6
1966,348,13,150,-222,1760,159,217,161,942,6
2174,111,19,85,28,1489,218,214,84,443,6
2298,323,22,323,59,1192,159,210,188,3624,6
2395,8,17,309,-112,850,194,215,110,2968,6
2340,107,19,30,9,1748,249,213,122,2804,6
2389,339,18,409,22,1392,241,169,170,454,6
1894,266,38,144,-609,1218,129,187,215,1366,6
2195,18,18,404,130,841,203,206,137,2394,6
2394,350,12,42,2,2334,171,220,158,1020,6
2275,215,4,285,36,1365,170,220,93,1481,6
2237,176,21,60,18,1568,247,221,41,524,6
2217,260,27,42,5,1347,200,228,230,912,6
2334,297,14,330,51,2030,130,231,203,3303,6
2617,314,27,322,68,2711,176,225,189,1739,6
2265,349,20,251,72,1258,232,202,159,384,6
2284,284,21,268,31,1243,156,231,213,1029,6
2395,174,22,642,89,3212,152,220,203,1355,6
2130,261,13,751,37,1082,198,216,124,1158,6
2434,185,3,220,164,1055,165,250,155,1331,6
2595,244,23,497,171,187,193,250,192,511,6
2287,339,20,150,-304,1302,175,208,170,543,6
2402,289,23,484,-151,1211,140,227,211,1358,6
2197,2,21,146,-121,1022,199,212,103,1134,6
2499,185,31,351,153,1077,221,250,216,484,6
2464,240,14,466,211,1631,206,194,166,503,6
1916,233,23,383,90,282,129,194,159,1694,6
2302,35,12,150,85,2352,212,187,49,1854,6
2748,286,15,858,-934,1041,194,212,188,1095,6
2440,50,20,342,73,2211,199,249,117,987,6
2254,80,14,583,7,3213,185,189,102,2479,6
2259,333,27,183,40,1215,113,207,177,732,6
2311,315,11,361,-7,1215,92,231,170,1396,6
2371,272,25,408,-640,1275,146,238,127,1426,6
2283,321,23,228,-376,2124,154,209,192,792,6
2421,219,28,153,90,1239,141,252,153,458,6
2435,341,25,67,-558,644,179,172,168,1221,6
2522,280,15,572,-1146,726,92,162,196,1159,6
2153,309,25,60,23,1159,203,194,110,3166,6
2261,50,33,67,14,1209,249,202,69,671,6
2345,336,27,538,169,327,152,193,174,1031,6
2398,267,16,736,-865,1050,178,219,155,1087,6
2370,112,27,108,44,1077,250,195,114,1282,6
2394,306,10,210,88,1209,141,214,210,1412,6
2343,250,23,223,73,1203,172,189,207,2653,6
2475,243,23,424,222,2269,119,222,192,858,6
2289,340,10,0,0,2391,141,226,165,792,6
2086,115,15,230,15,1290,252,177,76,1348,6
2194,293,30,270,120,1154,141,252,219,1361,6
2166,250,23,475,-650,540,158,248,199,313,6
2493,339,26,450,259,2786,64,194,171,1040,6
2431,281,31,272,125,2509,151,235,153,1368,6
2295,340,29,30,20,2800,126,185,169,474,6
2482,246,18,127,-1136,499,187,219,170,1369,6
2127,268,15,90,-793,2067,46,197,190,854,6
2360,292,15,547,16,993,175,235,130,2314,6
2410,270,17,353,97,1065,173,169,125,2600,6
1903,331,26,30,18,28,140,172,175,2850,6
2495,149,33,270,110,953,154,212,195,2026,6
2818,284,22,150,57,983,151,229,220,1556,6
2852,41,8,290,13,2186,216,222,143,1477,6
2387,65,27,234,91,902,217,200,117,946,6
2298,333,18,42,16,1492,176,213,176,719,6
2471,305,18,285,49,870,168,226,155,150,6
2414,348,23,768,167,836,118,206,161,1101,6
2309,311,23,410,-104,789,161,222,163,3041,6
2449,301,21,300,0,960,70,172,206,67,6
2515,197,8,30,-72,404,234,216,127,3137,6
2747,42,19,124,-978,872,219,152,104,2606,6
2459,326,14,108,32,242,184,223,179,3867,6
2511,76,10,67,202,346,232,249,120,775,6
2414,85,13,393,56,735,195,203,81,2881,6
2386,60,22,723,119,458,231,188,124,934,6
2284,321,27,150,42,1530,181,224,183,630,6
2387,196,21,85,22,1322,158,197,218,331,6
2684,358,18,277,12,1024,175,248,137,2474,6
2328,314,21,182,-181,816,146,211,201,1138,6
2464,331,37,335,30,1092,144,217,184,1221,6
2336,350,15,134,16,1549,191,213,159,603,6
2421,51,11,85,16,742,225,192,109,3309,6
2475,347,20,134,-792,819,174,200,161,1150,6
2426,144,17,45,-308,655,244,212,136,3674,6
2276,331,19,481,-75,1537,183,152,154,547,6
2512,145,5,281,-599,234,223,229,141,1682,6
2319,129,9,192,51,188,210,218,96,1452,6
2389,326,21,120,10,750,164,211,104,2878,6
2424,48,29,618,-859,730,224,216,124,3166,6
2396,332,3,428,88,895,163,191,242,1507,6
2336,274,31,90,55,1448,124,207,192,706,6
2379,343,31,467,22,1485,155,194,72,503,6
2318,264,20,67,11,1218,162,237,122,258,6
2429,321,24,234,102,722,151,208,137,1253,6
2749,320,16,175,40,277,177,223,161,1228,6
2462,317,28,285,-678,787,184,206,176,1471,6
2406,260,22,417,93,722,244,228,108,1188,6
2375,282,17,150,62,1533,149,240,181,2762,6
2362,348,30,278,8,1347,251,207,161,391,6
2413,346,18,30,10,1872,181,207,162,366,6
2465,113,12,134,21,1589,234,171,102,1422,6
2533,313,15,364,30,1410,193,213,109,1129,6
1988,342,22,234,-925,1694,167,200,167,2254,6
2419,167,13,150,-1003,787,229,244,144,1358,6
2392,340,14,583,8,525,188,218,168,1353,6
2102,308,8,374,-543,951,143,211,191,1433,6
1889,48,12,212,14,2920,223,186,95,3152,6
2359,177,24,85,31,1456,167,221,228,1718,6
2816,255,18,241,50,2533,199,245,185,1332,6
2437,205,16,295,-766,1231,213,247,206,1348,6
2883,277,31,419,81,716,177,242,201,1357,6
2321,115,28,509,20,785,240,199,100,801,6
2435,23,6,136,-986,361,211,208,131,1277,6
2418,6,20,108,26,469,193,199,140,1266,6
2564,285,19,251,-212,726,160,239,213,3309,6
2583,40,20,362,73,780,218,139,110,1318,6
2398,44,35,350,68,553,219,175,172,2559,6
2397,62,18,383,67,1427,138,197,17,1302,6
2485,113,10,67,8,492,236,180,120,2578,6
2498,9,21,127,28,1997,147,192,223,3093,6
2816,239,20,391,-693,1940,134,179,207,1282,6
2303,49,14,0,0,175,140,221,145,1131,6
2368,12,12,42,-1371,1747,191,212,127,799,6
2498,289,15,210,-564,3307,172,236,219,2216,6
2453,325,15,20,19,256,149,222,180,1143,6
2403,225,24,288,67,589,165,210,109,1392,6
2742,75,23,80,19,1155,241,172,66,895,6
2477,2,8,67,98,342,202,162,148,3490,6
2649,20,15,458,57,1976,241,211,150,1136,6
2399,251,13,136,58,598,191,190,111,1416,6
2366,137,17,171,-1106,457,149,228,73,1333,6
2479,46,29,205,0,216,224,237,114,1205,6
2363,107,12,64,44,1100,223,213,122,1914,6
2394,260,28,50,-872,738,170,193,213,44,6
2393,139,23,51,11,1442,186,195,164,785,6
2437,194,28,51,81,864,241,229,89,1224,6
2487,187,6,30,-667,516,240,210,98,564,6
2375,116,30,42,25,1065,188,162,101,780,6
2340,349,2,67,7,335,200,235,158,444,6
2329,319,21,127,-372,618,162,160,123,725,6
2411,307,24,85,13,1209,234,212,226,1010,6
2412,317,41,67,-159,591,120,194,205,671,6
2694,334,16,212,100,2780,181,171,174,607,6
2299,357,22,192,-926,916,178,142,148,953,6
2406,295,28,42,-728,1124,130,185,188,807,6
2511,48,18,541,84,945,175,227,74,1685,6
2452,27,29,66,179,470,194,163,124,1082,6
2379,36,34,533,56,402,196,160,84,638,6
2401,325,5,0,-1253,1062,218,232,170,980,6
2365,292,22,30,-603,560,185,249,159,592,6
2377,97,15,347,-529,460,207,187,149,541,6
2495,156,19,301,215,732,201,198,73,446,6
2397,56,17,210,83,743,235,208,19,454,6
2463,299,21,201,48,1634,119,247,219,3133,6
2347,266,17,300,95,1083,173,218,209,335,6
2711,55,11,120,-1044,584,214,180,131,474,6
2416,109,15,30,14,408,160,194,104,1108,6
2454,32,17,124,-536,1639,226,201,103,390,6
2731,157,15,269,200,721,142,220,192,360,6
2437,91,14,145,-27,752,241,218,104,391,6
2707,82,23,310,-1431,725,235,220,115,242,6
2455,154,11,402,-273,2623,119,246,92,182,6
2685,130,11,430,-1203,674,238,234,121,124,6
2815,141,10,376,45,573,235,238,133,175,6
2552,89,8,30,1,331,216,223,90,1226,6
2456,193,8,518,0,212,200,230,130,1338,6
2386,34,10,228,4,2216,251,195,51,1482,6
2528,19,16,153,43,350,199,186,121,1315,6
2347,37,18,95,24,169,221,197,90,1477,6
2761,101,32,180,-186,995,101,185,116,1355,6
2558,58,23,137,37,1562,248,184,75,1597,6
2562,58,32,85,26,331,123,169,79,1624,6
2543,61,17,42,-112,331,168,202,96,1668,6
2646,49,13,283,110,433,225,211,118,1456,6
2569,57,23,108,-2,2263,229,184,173,2979,6
2576,11,23,599,43,1358,138,184,78,1652,6
2566,52,23,108,33,390,158,184,81,2982,6
2518,0,14,120,9,309,199,213,151,1425,6
2385,153,9,0,-246,2575,221,236,151,1266,6
2478,6,9,120,-45,153,223,222,151,1827,6
2599,39,11,333,71,1160,232,198,117,891,6
2546,54,18,402,-807,2045,227,206,117,1158,6
2551,103,7,0,0,1431,218,246,92,248,6
2655,100,8,297,-1100,1448,182,251,141,1749,6
2499,69,6,30,1,1224,225,168,112,1366,6
2372,61,1,25,3,1623,222,159,107,1357,6
2625,81,10,300,106,1466,233,223,188,2082,6
2583,51,17,192,76,3307,226,213,119,2325,6
2708,33,5,846,-278,2376,189,229,147,2528,6
2704,63,3,391,-227,2363,193,233,143,3406,6
2669,47,20,437,76,784,222,193,97,1589,6
2563,58,14,408,3,2582,153,205,101,1509,6
2508,213,37,527,53,743,130,204,219,551,6
2467,247,24,0,0,841,234,232,232,674,6
2766,22,11,242,23,979,213,217,58,1860,6
2672,69,12,690,-275,1232,232,217,115,2434,3
2666,35,12,558,-276,2068,172,222,125,1371,3
2663,95,8,586,-282,658,231,245,46,1366,3
2529,169,20,607,79,646,239,224,114,2192,3
2651,114,15,609,-283,636,244,224,170,1358,3
2639,64,19,654,-282,1173,247,223,49,1355,3
2635,109,21,648,-807,269,247,226,115,1353,3
2629,102,21,640,221,612,238,238,119,1351,3
2584,203,24,636,221,1483,233,184,124,2260,3
2626,161,32,626,218,2096,213,224,112,375,3
2621,254,37,674,213,601,237,240,107,1568,3
2615,259,27,612,207,600,152,228,6,1814,3
2536,145,26,797,-204,1560,244,207,92,1353,3
2598,143,24,382,190,2028,245,251,95,1920,3
2590,278,24,453,182,777,249,192,87,1357,3
2418,126,41,616,171,1087,166,210,66,1340,3
2564,121,12,600,7,573,243,201,52,1323,3
2548,13,28,462,-249,571,254,204,122,1307,3
2536,121,21,577,-237,569,253,189,65,1290,3
2523,118,27,551,-384,570,254,203,69,1995,3
2432,60,39,279,124,569,190,204,63,1262,3
2495,140,19,499,-2895,560,244,230,108,1248,3
2494,210,16,811,-2895,553,205,253,179,1234,3
2502,167,10,450,-203,547,178,253,163,300,3
2494,221,23,424,-214,743,178,254,204,1209,3
2489,145,23,72,-221,541,226,254,181,1198,3
2530,236,27,382,-1068,540,176,251,149,1187,3
2545,249,33,464,-246,2425,131,243,235,2098,3
2346,258,38,342,-268,201,151,227,147,1859,3
2610,111,25,309,-232,2391,85,247,221,1150,3
2624,134,4,295,-688,524,137,169,129,1700,3
2625,176,6,567,-1127,823,240,237,119,1136,3
2876,130,26,277,-573,497,241,230,100,2481,3
2607,264,30,103,7,485,233,233,115,1124,3
2600,173,33,270,0,466,220,234,163,1116,3
2598,173,46,270,-1271,457,220,236,122,417,3
2221,249,24,173,-27,446,227,233,112,1112,3
2590,158,31,277,-21,2115,160,227,156,1006,3
2581,164,23,285,-283,430,232,194,112,1110,3
2581,162,13,295,-282,1422,234,235,114,908,3
2958,5,30,508,-264,836,247,215,150,1114,3
2538,142,21,721,-248,310,201,192,155,1120,3
2529,183,31,594,-250,384,249,215,167,1633,3
2516,136,18,350,-879,1057,250,209,72,1130,3
2506,140,27,361,-241,350,214,221,103,1136,3
2371,142,25,351,122,335,160,178,91,1142,3
2217,144,40,349,114,2423,169,228,48,984,3
2482,137,23,334,107,309,159,224,52,1158,3
2596,41,16,693,-276,664,221,215,114,1412,3
2531,39,16,553,-1303,655,126,182,113,659,3
2698,35,5,630,-276,848,243,204,83,2671,3
2669,200,18,248,-376,631,106,186,116,2637,3
2828,60,34,517,-281,618,232,180,97,1392,3
2653,81,19,753,-181,986,242,188,64,1388,3
2642,99,16,690,234,598,249,205,73,1385,3
2630,116,27,618,222,745,250,212,77,1290,3
2456,140,13,433,212,667,247,227,195,1381,3
2513,255,12,606,206,2608,159,249,95,1380,3
2319,161,47,215,-1534,2102,231,224,133,1380,3
2601,130,42,589,192,571,225,228,103,1380,3
2588,33,32,577,180,1793,233,224,97,1368,3
2478,129,30,437,174,560,175,194,99,1260,3
2575,151,30,571,167,553,242,224,89,1629,3
2565,190,25,721,157,547,204,236,62,1315,3
2552,150,31,570,-20,543,252,206,58,1298,3
2303,128,9,582,129,541,243,208,62,1282,3
2526,128,23,884,-52,540,130,211,45,1266,3
2414,200,29,583,-215,540,253,206,119,1250,3
2423,123,29,541,-2900,2604,253,204,56,1235,3
2766,115,18,397,-2886,532,128,237,138,1304,3
2488,221,15,492,-2889,524,200,253,186,479,3
2595,241,20,469,-2559,518,143,252,208,1194,3
2507,245,20,23,-208,514,156,251,210,1182,3
2716,251,19,611,-218,511,196,193,211,1170,3
2116,261,25,320,-1121,705,153,244,200,1159,3
2543,268,34,437,-1167,450,114,230,249,1285,3
2499,151,39,129,-449,510,90,217,249,2021,3
2594,269,31,350,-25,392,120,242,239,1556,3
2194,217,19,335,6,510,177,251,208,1121,3
2613,183,30,323,-1604,497,222,240,115,2770,3
2330,147,29,306,1,755,244,168,22,2906,3
2242,151,33,289,-290,2391,148,220,8,3506,3
2583,218,34,300,-284,841,146,229,122,2839,3
2920,289,33,300,-1534,437,230,197,133,1087,3
2579,94,33,300,-280,430,254,237,126,1084,3
2689,170,31,301,-278,418,242,193,203,3286,3
2540,210,31,306,-273,408,232,229,104,1080,3
2566,157,23,639,-267,400,229,235,118,1080,3
2603,167,27,323,-410,872,160,187,119,1080,3
2345,151,31,615,-260,391,160,177,119,1082,3
2387,177,31,335,-250,390,247,214,70,1084,3
2536,31,31,437,-1448,1060,248,179,66,1087,3
2525,88,28,351,-970,379,247,221,37,2948,3
2517,183,27,240,142,361,248,219,143,1095,3
2505,136,19,335,129,342,176,175,87,1282,3
2486,143,31,446,111,2003,246,227,96,1113,3
2662,218,15,97,-826,1960,245,229,102,2011,3
2472,140,23,306,97,283,198,226,123,1129,3
2691,35,29,546,-278,636,161,202,117,1442,3
2824,36,17,573,-278,626,216,200,113,1687,3
2680,35,17,595,-277,618,248,201,116,2079,3
2676,147,17,309,-279,604,222,200,168,1426,3
2502,76,31,618,-268,591,197,193,81,1421,3
2655,81,24,607,247,579,244,133,61,1418,3
2640,95,27,533,-147,569,250,167,49,1415,3
2625,164,26,534,-1546,560,254,198,53,1413,3
2610,125,28,741,203,553,253,188,62,836,3
3000,18,42,577,191,677,247,207,110,1410,3
2954,155,23,569,177,1295,160,174,81,1403,3
2581,168,33,560,173,541,224,229,107,2591,3
2576,78,33,975,168,540,228,224,104,1364,3
2571,180,31,751,163,540,177,231,107,1345,3
2230,282,14,702,-791,532,173,232,164,1326,3
2560,228,29,541,-489,254,238,228,26,1308,3
2591,181,20,540,144,518,246,220,82,1290,3
2441,135,23,496,132,514,241,213,77,2162,3
2419,131,28,585,-75,510,251,212,91,329,3
2315,129,46,540,-274,510,137,213,70,1240,3
2505,124,29,903,97,2001,253,206,59,1224,3
2490,124,16,540,-96,2513,253,206,59,1209,3
2478,163,16,534,-2879,503,176,240,113,1195,3
2483,227,33,511,-2121,2395,193,222,205,1181,3
2708,251,20,488,-2893,899,178,252,206,1701,3
2567,245,22,467,-203,1116,170,220,205,1155,3
2514,245,22,167,150,1241,142,248,226,1142,3
2525,228,26,793,-1057,480,148,244,104,735,3
2861,140,36,391,-270,480,88,218,154,1110,3
2595,264,34,754,16,480,131,238,181,1101,3
2365,101,21,362,3,480,205,252,181,1092,3
2431,157,32,361,-22,443,241,220,83,3261,3
2572,212,36,331,-273,430,243,208,60,1065,3
2921,164,33,330,-650,1758,229,219,56,2928,3
2560,175,32,620,-972,408,208,237,223,1057,3
2784,178,32,330,-640,754,216,227,132,1054,3
2679,172,31,124,-260,390,171,248,120,1052,3
2555,166,30,335,-256,1448,187,233,113,1479,3
2486,99,28,342,-467,371,226,239,124,1510,3
2550,166,30,536,164,1160,228,237,48,1050,3
2443,153,28,335,-416,361,240,227,126,1052,3
2535,29,30,331,156,360,247,216,33,2333,3
2552,260,30,656,144,377,179,214,71,2607,3
2884,247,7,355,134,711,246,215,21,857,3
2615,142,26,313,129,2080,187,221,84,1065,3
2480,138,27,550,119,576,249,219,94,3244,3
2848,142,25,301,109,300,247,224,89,1077,3
2476,144,22,295,-1356,283,235,230,102,1084,3
2322,191,37,285,95,363,243,231,105,2649,3
2461,213,21,277,87,1587,247,227,98,1101,3
2699,29,17,573,-709,607,188,155,121,1471,3
2694,34,18,353,-281,598,189,182,113,1465,3
2547,36,37,607,280,589,231,190,51,3883,3
2672,67,24,396,264,564,112,183,100,3265,3
2658,207,29,339,250,1686,244,113,112,3750,3
2639,91,28,569,231,541,164,172,25,1445,3
2412,104,12,560,212,532,220,121,30,3265,3
2603,116,34,467,195,524,254,187,83,2894,3
2584,127,45,547,-1047,295,250,183,39,1685,3
2459,148,49,252,156,813,166,210,74,1573,3
2561,253,34,532,-306,2498,222,196,83,2082,3
2557,168,22,522,149,510,225,232,108,1341,3
2553,169,31,518,145,510,226,222,116,2495,3
2422,166,29,878,263,503,230,235,114,1302,3
2738,158,27,534,-380,1139,237,231,104,1284,3
2586,150,27,510,62,488,187,226,93,2923,3
2529,140,45,510,-756,516,248,220,82,2704,3
2092,134,27,510,110,481,249,216,112,1231,3
2496,124,29,148,88,480,217,206,59,1199,3
2380,84,12,510,72,480,253,208,51,696,3
2470,168,25,510,62,474,230,161,142,2299,3
2477,232,19,753,69,1585,234,192,162,2841,3
2910,178,20,937,-2715,459,239,251,192,1140,3
2383,244,23,488,-2897,454,154,251,151,1127,3
2427,155,24,469,-210,451,117,248,193,1367,3
2536,264,38,620,-241,450,101,241,247,3428,3
2756,219,41,417,-269,450,88,200,130,1860,3
2592,312,26,402,229,450,148,203,121,1072,3
2112,206,37,361,-1069,402,208,178,81,360,3
2502,35,31,360,-246,390,235,229,63,139,3
2267,175,19,381,-1013,2543,152,239,128,1027,3
2542,180,16,360,156,638,216,169,136,1789,3
2637,145,29,737,156,362,179,223,126,1022,3
2538,222,29,146,152,2184,214,236,80,536,3
2989,194,38,323,149,342,223,239,126,1901,3
2599,193,11,313,148,837,176,239,126,1028,3
2530,156,27,342,144,2576,204,230,124,2932,3
2305,143,30,301,135,330,245,219,79,1023,3
2510,141,36,347,131,330,201,215,77,1310,3
2345,66,16,377,121,323,244,223,88,1031,3
2481,141,26,277,-978,297,247,223,87,2506,3
2125,142,32,277,-1238,277,189,227,125,1048,3
2466,146,39,313,-1466,258,243,188,176,1055,3
2461,145,20,256,86,2089,242,233,66,1691,3
2454,6,25,247,-651,228,157,229,103,1072,3
2654,124,14,595,-289,445,233,228,138,998,3
2515,83,11,591,294,675,238,225,115,1495,3
2484,107,13,579,288,560,168,253,110,1489,3
2280,108,17,569,282,551,247,191,93,1485,3
2678,105,20,559,-1191,1653,253,199,58,548,3
2661,175,32,573,-243,524,252,214,29,1876,3
2616,105,22,532,100,594,253,174,43,1421,3
2469,222,36,524,187,495,252,172,13,2093,3
2570,131,45,722,162,488,230,165,0,406,3
2658,124,13,513,136,484,253,205,0,1358,3
2986,163,23,495,130,480,161,239,151,1318,3
2534,165,26,484,126,474,196,221,71,1279,3
2598,139,33,481,122,466,235,233,108,1689,3
2524,115,11,480,116,459,239,228,124,973,3
2518,16,28,479,115,1348,244,224,90,1224,3
2508,170,28,480,100,2470,247,179,81,167,3
2498,137,26,265,-287,1485,249,219,81,3437,3
2102,105,28,480,79,1940,149,209,64,3085,3
2471,7,26,480,-513,450,253,170,69,462,3
2539,176,27,480,269,2681,226,247,91,1142,3
2507,232,21,480,63,437,180,254,203,1364,3
2198,277,38,480,73,549,180,253,205,1114,3
2490,237,18,537,-1540,424,203,232,213,1100,3
2612,239,27,368,-206,421,160,250,218,1087,3
2518,277,31,474,-219,420,145,246,227,1269,3
2163,189,40,254,-1044,420,106,232,242,1064,3
2567,145,42,755,-268,420,101,215,242,2681,3
2554,152,35,389,170,100,237,216,5,3397,3
2710,50,37,362,151,376,242,186,100,1006,3
2528,138,31,351,142,2672,230,231,108,1001,3
2525,175,30,32,79,351,221,239,129,997,3
2525,187,30,459,-271,342,216,242,117,2772,3
2222,264,30,196,139,335,174,238,128,992,3
2599,153,10,308,136,323,226,222,121,990,3
2519,282,28,295,133,313,191,239,114,990,3
2325,133,31,285,132,306,224,241,131,2494,3
2516,161,30,268,-90,390,235,234,30,1186,3
2546,145,29,272,122,105,155,221,83,994,3
2497,143,28,630,-508,583,247,220,123,997,3
2488,98,45,267,109,295,245,224,75,1001,3
2480,249,26,256,101,285,245,225,134,1162,3
2471,70,25,247,151,277,165,227,95,231,3
2692,26,18,374,89,255,245,230,126,801,3
2481,149,20,364,82,234,161,235,114,2096,3
2452,147,19,228,-493,1346,242,235,114,2375,3
2347,66,25,218,71,201,244,231,80,1456,3
2698,145,19,736,-403,552,243,165,111,1849,3
2692,165,29,564,-1,541,244,161,35,1524,3
2466,178,24,552,275,532,244,228,97,1513,3
2677,143,28,541,269,285,246,178,83,3597,3
2665,132,42,187,257,510,250,211,55,1468,3
2649,122,35,283,241,497,253,189,31,2361,3
2629,115,29,513,221,485,253,179,53,1423,3
2609,148,35,503,201,1913,212,237,22,2274,3
2590,135,35,495,182,893,252,172,16,2119,3
2568,96,42,488,92,1691,248,181,7,1358,3
2546,90,26,484,138,454,248,189,50,2682,3
2539,104,15,474,131,451,242,225,108,1316,3
2178,131,15,236,-1532,1859,191,206,79,1296,3
2526,251,35,459,118,450,241,235,114,2602,3
2404,157,24,454,113,1728,238,235,113,1256,3
2787,156,27,451,-822,3012,238,231,104,2196,3
2797,155,26,450,101,430,239,228,98,1218,3
