c1,c2,c3,c4,c5,
101,12,240,224,112,4
112,4,227,235,142,4
348,7,207,229,160,4
12,9,211,221,147,4
82,21,244,197,73,4
100,32,253,179,29,4
114,28,254,199,52,4
60,5,224,229,140,4
14,22,193,188,125,4
60,9,228,221,126,4
225,3,216,242,163,4
107,32,254,183,30,4
93,31,250,177,32,4
94,28,250,186,44,4
98,25,251,195,57,4
95,16,244,214,94,4
83,11,236,220,114,4
34,11,219,217,133,4
112,32,254,188,35,4
107,28,254,195,50,4
93,26,250,190,52,4
112,31,254,190,39,4
105,11,238,227,118,4
87,19,245,204,81,4
63,7,226,226,134,4
64,20,234,195,84,4
93,13,241,219,106,4
107,31,254,187,36,4
110,26,253,201,58,4
106,26,253,200,58,4
79,19,241,203,85,4
120,22,251,215,81,4
110,13,242,226,111,4
254,10,197,247,189,4
103,18,247,214,89,4
113,35,254,180,22,4
109,31,254,187,35,4
103,13,242,222,108,4
90,6,230,230,134,4
107,15,245,220,100,4
114,34,254,184,27,4
100,18,247,212,87,4
225,2,216,241,162,4
31,7,218,225,143,4
123,14,243,229,112,4
124,21,250,219,87,4
112,17,247,220,97,4
304,9,196,236,180,4
83,20,243,201,78,4
58,9,227,221,128,4
139,13,239,236,124,4
132,20,248,225,97,4
116,32,254,192,38,4
118,23,252,212,74,4
123,22,251,217,82,4
45,7,222,225,138,4
81,9,232,225,125,4
143,12,237,237,128,4
135,8,233,237,135,4
70,6,227,228,135,4
119,17,247,222,97,4
124,14,243,229,111,4
26,6,217,227,146,4
119,20,250,218,88,4
117,25,253,208,67,4
121,34,254,191,36,4
114,32,254,191,38,4
121,21,250,218,86,4
23,17,208,202,127,4
210,7,215,246,167,4
83,22,244,197,72,4
5,11,206,219,150,4
122,31,254,197,45,4
96,9,235,227,123,4
125,19,248,224,97,4
1,11,205,220,152,4
47,18,223,197,102,4
107,6,231,232,134,4
123,25,252,212,71,4
62,19,232,196,89,4
72,10,231,221,122,4
88,20,245,203,79,4
94,11,238,223,115,4
93,24,249,196,0,4
80,16,239,210,97,4
58,10,228,218,123,4
84,17,242,210,93,4
35,17,216,201,115,4
105,11,239,226,116,4
66,19,235,198,87,4
66,25,235,182,65,4
60,22,231,190,81,4
95,17,245,213,91,4
56,19,229,196,93,4
351,5,212,232,158,4
61,13,230,212,112,4
82,12,237,219,111,4
114,9,236,231,125,4
264,9,197,245,186,4
351,22,175,196,155,4
96,5,228,233,139,4
67,13,233,213,110,4
79,8,231,225,126,4
111,11,240,228,117,4
97,17,245,214,93,4
89,11,237,222,115,4
51,10,225,218,126,4
2,19,191,201,145,4
19,16,207,205,132,4
38,17,218,202,114,4
40,18,218,198,108,4
54,6,224,226,137,4
72,19,238,200,86,4
86,24,246,192,61,4
45,23,219,183,88,4
142,16,242,234,116,4
43,22,218,185,91,4
51,9,225,221,129,4
41,11,222,216,129,4
48,11,224,215,123,4
11,7,213,225,150,4
56,22,228,187,81,4
97,4,226,234,143,4
78,8,231,226,128,4
17,12,210,214,140,4
135,0,219,238,156,4
75,7,228,228,133,4
29,5,218,229,147,4
72,13,235,214,109,4
131,16,244,230,111,4
66,13,232,213,110,4
72,15,236,210,102,4
286,20,160,235,213,5
262,20,167,246,215,5
229,18,190,254,197,5
186,19,219,250,156,5
190,18,217,251,160,5
191,19,216,251,161,5
158,19,237,239,123,5
147,22,244,231,104,5
156,25,239,233,108,5
162,31,232,230,104,5
167,36,224,226,102,5
164,38,224,220,90,5
162,38,225,218,86,5
160,5,225,241,150,5
146,7,230,239,142,5
126,10,237,233,126,5
130,11,238,234,125,5
153,9,231,241,141,5
160,8,228,242,146,5
150,7,229,240,144,5
141,3,225,238,149,5
172,2,220,239,156,5
230,4,214,243,166,5
178,9,224,246,154,5
223,10,207,250,178,5
258,16,181,248,204,5
295,21,157,229,211,5
307,23,152,220,205,5
303,27,134,214,215,5
300,28,131,216,219,5
300,22,155,225,209,5
292,13,183,237,194,5
201,15,212,252,170,5
190,13,220,249,161,5
151,17,239,238,123,5
140,27,248,221,82,5
99,3,224,235,146,5
117,2,223,237,150,5
106,4,227,234,142,5
103,9,236,228,122,5
120,5,229,235,140,5
146,3,224,239,150,5
180,0,219,238,157,5
202,4,218,244,162,5
182,9,223,246,156,5
262,21,164,245,217,5
277,26,140,234,228,5
292,26,138,225,222,5
304,26,140,217,213,5
305,28,133,213,214,5
303,27,137,216,214,5
309,18,169,226,196,5
318,6,205,235,169,5
171,6,224,243,153,5
63,1,220,236,153,5
191,8,220,246,161,5
243,13,195,250,192,5
263,25,151,243,226,5
269,30,130,234,236,5
273,28,137,235,231,5
275,24,150,237,223,5
273,22,155,240,221,5
265,20,166,244,216,5
163,9,229,243,146,5
145,16,241,236,119,5
124,7,232,235,136,5
157,7,228,241,146,5
208,8,215,248,169,5
250,14,189,249,198,5
262,26,147,242,228,5
262,31,131,238,236,5
255,27,147,244,229,5
243,24,165,251,217,5
221,24,182,254,198,5
198,22,207,252,170,5
135,7,231,237,139,5
150,8,230,240,142,5
221,10,208,250,177,5
261,26,147,243,228,5
260,29,138,241,233,5
251,25,158,248,222,5
237,22,176,253,208,5
193,23,210,251,164,5
117,8,234,233,131,5
135,8,233,237,136,5
158,7,228,241,147,5
156,9,230,241,143,5
232,11,202,250,184,5
254,17,179,249,207,5
261,26,147,243,228,5
230,19,187,254,199,5
213,20,198,254,185,5
201,23,204,253,173,5
88,9,234,226,124,5
94,6,230,231,134,5
99,3,224,235,146,5
207,1,218,239,158,5
149,8,231,240,140,5
240,13,196,250,191,5
263,26,148,242,228,5
259,25,153,244,225,5
231,15,195,252,192,5
205,14,211,252,173,5
29,6,218,227,145,5
9,5,215,230,153,5
4,3,215,233,155,5
342,2,214,235,159,5
140,8,233,238,136,5
246,15,189,250,198,5
261,20,166,246,216,5
265,25,149,242,227,5
254,17,179,249,207,5
237,11,200,250,187,5
192,9,220,248,162,5
45,8,223,223,135,5
27,6,217,226,145,5
20,6,216,228,149,5
22,4,217,230,150,5
137,9,235,237,133,5
252,17,181,249,205,5
264,23,158,244,221,5
260,21,164,246,218,5
168,9,228,244,148,5
43,8,222,222,135,5
25,7,217,225,145,5
27,6,217,226,145,5
31,6,219,228,145,5
14,4,216,231,153,5
0,3,215,234,156,5
36,2,219,234,152,5
86,4,225,233,144,5
146,2,221,238,153,5
135,10,236,236,131,5
255,20,171,248,213,5
264,24,152,243,225,5
258,20,170,247,214,5
252,17,181,249,205,5
225,8,209,248,176,5
143,11,236,238,130,5
246,22,170,251,214,5
248,26,155,248,223,5
243,24,165,251,217,5
235,21,179,253,206,5
226,20,187,254,198,5
155,13,235,241,135,5
234,27,164,251,215,5
228,27,170,252,208,5
217,25,185,254,194,5
208,25,193,253,183,5
226,18,192,254,194,5
229,25,174,253,207,5
225,26,175,253,204,5
213,25,190,254,189,5
175,11,226,246,151,5
212,15,205,253,180,5
223,23,185,254,198,5
222,26,179,254,200,5
235,4,213,243,167,5
238,14,195,251,192,5
232,19,186,253,200,5
312,14,182,229,187,5
308,17,172,227,195,5
333,10,197,228,169,5
24,8,216,222,143,5
308,13,183,231,188,5
9,11,207,217,146,5
342,14,190,218,166,5
313,15,177,227,190,5
309,16,175,228,193,5
311,9,196,234,177,5
338,3,214,235,160,5
1,11,205,220,152,5
333,13,189,223,173,5
313,11,190,232,181,5
308,12,188,232,185,5
328,6,206,233,166,5
8,3,216,232,154,5
39,9,221,219,133,5
353,9,204,224,158,5
303,11,189,235,186,5
300,14,181,234,193,5
298,16,175,233,198,5
304,9,196,236,180,5
30,5,218,228,146,5
343,9,202,226,163,5
298,11,188,236,188,5
295,14,181,236,195,5
294,16,175,235,200,5
292,16,172,235,203,5
291,14,181,237,196,5
302,8,199,237,177,5
338,4,210,233,162,5
0,5,213,231,156,5
9,6,214,228,152,5
355,3,215,234,157,5
0,4,214,232,156,5
294,11,188,237,189,5
291,14,181,237,196,5
290,16,175,236,201,5
296,7,200,238,178,5
327,5,208,234,165,5
348,6,209,231,160,5
0,7,210,228,155,5
0,5,212,230,156,5
340,6,207,231,163,5
332,8,201,230,168,5
306,12,185,233,188,5
297,14,179,234,195,5
291,15,175,236,200,5
289,14,181,238,197,5
288,7,201,240,178,5
302,4,207,238,169,5
349,5,211,232,159,5
30,8,218,223,140,5
27,8,217,222,141,5
358,8,208,225,155,5
19,9,214,222,144,5
314,13,185,230,185,5
304,14,182,233,191,5
293,14,179,236,197,5
281,6,203,241,176,5
297,4,208,238,169,5
326,3,211,235,163,5
18,9,213,221,144,5
23,7,216,225,145,5
6,10,208,222,150,5
336,11,195,225,169,5
281,8,199,241,182,5
279,6,204,241,176,5
347,5,210,231,160,5
327,7,204,233,168,5
13,4,215,231,152,5
354,11,202,221,157,5
341,12,194,222,166,5
28,7,218,225,143,5
350,7,208,229,159,5
327,8,201,231,170,5
339,7,206,231,163,5
18,6,216,227,149,5
347,8,206,228,160,5
332,9,198,228,170,5
336,5,209,233,162,5
7,6,213,228,153,5
13,8,213,225,149,5
75,3,223,234,147,5
0,1,217,236,156,5
315,5,206,235,169,5
351,6,210,230,159,5
36,4,219,230,148,5
347,4,211,232,159,5
312,7,201,235,173,5
9,6,213,227,152,5
347,8,206,228,160,5
53,2,221,234,150,5
3,4,214,232,155,5
45,0,218,237,156,5
21,3,217,232,152,5
354,5,212,231,157,5
39,10,221,218,131,5
18,9,213,221,144,5
6,9,210,223,151,5
2,8,209,224,154,5
355,8,207,226,157,5
60,15,231,207,104,5
72,20,238,198,82,5
39,13,220,210,122,5
69,22,237,192,76,5
22,13,212,213,136,5
44,14,222,210,119,5
73,24,239,185,63,5
34,14,217,209,124,5
76,27,241,179,50,5
49,14,225,208,114,5
69,21,237,192,77,5
61,15,231,207,105,5
75,16,238,207,95,5
68,20,236,195,81,5
79,20,242,201,81,5
67,19,235,199,87,5
86,28,247,180,43,5
66,17,234,202,94,5
69,21,237,193,78,5
76,28,241,175,45,5
70,25,238,182,61,5
66,17,234,205,97,5
69,21,237,194,79,5
70,26,237,180,59,5
67,28,234,173,52,5
60,26,230,177,65,5
65,16,234,206,99,5
67,20,236,197,85,5
68,24,236,184,67,5
63,26,233,178,62,5
59,25,229,178,67,5
65,16,233,207,101,5
66,18,234,200,90,5
64,22,234,189,77,5
59,24,230,182,72,5
57,25,228,177,68,5
78,16,239,209,95,5
70,20,237,197,82,5
69,23,237,189,71,5
70,24,238,185,65,5
91,16,243,214,97,5
92,15,242,216,99,5
89,16,243,212,95,5
87,18,243,208,88,5
83,20,243,201,78,5
80,23,243,192,67,5
92,17,244,212,92,5
93,14,242,217,102,5
92,16,243,214,96,5
90,17,243,211,92,5
84,18,242,207,88,5
89,17,243,211,91,5
95,14,241,219,104,5
93,16,243,214,96,5
92,16,243,214,95,5
87,15,241,214,98,5
82,20,243,200,77,5
81,23,244,193,67,5
90,18,244,209,87,5
91,18,245,209,87,5
91,13,240,218,106,5
89,16,242,213,97,5
84,14,239,216,105,5
82,19,242,204,84,5
81,23,244,194,68,5
92,19,246,208,84,5
92,18,245,210,89,5
89,13,239,219,108,5
84,15,240,212,98,5
92,19,246,207,82,5
89,12,239,220,109,5
86,14,240,216,103,5
82,17,241,208,92,5
80,21,243,199,77,5
77,20,240,199,81,5
88,16,242,213,96,5
86,12,238,219,110,5
85,13,239,217,106,5
83,14,239,214,102,5
82,13,238,216,107,5
82,16,240,210,96,5
80,19,242,201,82,5
76,19,240,201,84,5
85,15,240,213,99,5
80,18,241,206,89,5
73,18,238,203,90,5
87,14,240,216,104,5
86,13,239,217,107,5
84,14,239,215,103,5
69,16,235,207,99,5
87,13,239,218,108,5
84,13,238,217,107,5
55,14,228,210,112,5
88,12,238,220,110,5
83,12,237,218,110,5
84,14,239,215,103,5
85,13,238,217,108,5
73,11,233,220,118,5
57,11,228,216,120,5
48,13,224,212,120,5
83,15,240,213,99,5
84,12,237,219,111,5
85,12,237,220,112,5
87,15,241,215,100,5
87,12,238,219,109,5
78,8,231,226,128,5
69,8,229,224,128,5
75,16,238,207,95,5
78,13,237,215,106,5
85,13,238,218,109,5
88,15,241,214,99,5
88,12,238,220,110,5
92,8,233,228,128,5
99,7,233,230,130,5
88,8,232,227,128,5
74,17,238,205,92,5
84,14,239,215,103,5
88,15,241,214,99,5
89,12,239,220,109,5
105,8,234,230,128,5
108,6,231,233,136,5
96,6,231,231,133,5
79,17,240,207,92,5
85,16,241,211,96,5
88,15,241,214,99,5
89,13,239,219,108,5
95,11,238,223,114,5
106,9,235,229,125,5
101,5,228,233,139,5
75,18,239,202,87,5
74,17,238,205,92,5
72,15,236,209,100,5
69,14,234,211,106,5
70,13,234,213,108,5
68,10,231,220,121,5
62,5,224,230,142,5
69,19,236,200,88,5
63,18,233,201,93,5
57,17,230,203,100,5
53,16,227,204,106,5
52,16,227,203,105,5
48,14,224,208,115,5
41,10,221,218,131,5
50,7,224,224,135,5
58,17,230,202,99,5
54,17,228,202,102,5
50,16,225,203,107,5
48,16,225,202,107,5
49,16,225,204,109,5
50,13,225,212,119,5
60,10,228,219,123,5
73,9,230,223,126,5
54,16,228,204,105,5
47,16,224,202,108,5
46,16,223,202,108,5
65,13,232,212,110,5
72,10,232,221,120,5
51,16,226,203,106,5
50,16,225,204,108,5
49,16,225,205,110,5
53,17,227,203,104,5
61,18,232,200,94,5
51,16,226,204,107,5
60,16,231,205,102,5
65,18,234,201,92,5
63,18,233,202,94,5
60,14,230,209,108,5
52,17,226,202,103,5
53,16,227,203,105,5
64,18,234,201,94,5
62,17,232,202,95,5
55,17,228,202,101,5
59,17,231,202,98,5
62,17,232,202,97,5
61,17,231,202,98,5
61,17,231,202,98,5
55,18,229,199,97,5
58,18,230,199,96,5
58,18,230,199,96,5
57,17,230,202,99,5
60,18,231,200,95,5
54,18,227,200,100,5
54,18,227,200,100,5
57,18,230,198,95,5
54,18,228,197,96,5
56,20,229,195,91,5
55,18,229,199,97,5
58,18,230,198,94,5
53,17,227,200,101,5
57,20,230,194,89,5
57,19,230,197,94,5
57,18,230,198,95,5
52,18,226,197,98,5
55,15,228,207,109,5
58,20,230,194,88,5
55,15,228,207,109,5
57,19,230,197,94,5
179,19,225,248,148,5
183,21,221,249,151,5
158,14,235,241,134,5
170,16,230,245,142,5
177,18,226,247,147,5
175,20,227,246,143,5
160,16,235,242,132,5
170,18,230,245,140,5
172,19,229,245,139,5
168,19,231,244,135,5
154,18,239,238,122,5
164,19,234,242,131,5
192,19,215,251,162,5
143,20,244,231,107,5
161,19,236,240,127,5
198,18,212,252,169,5
155,18,238,239,124,5
205,18,207,253,175,5
206,17,207,253,176,5
226,23,182,254,201,5
202,14,213,252,171,5
222,21,188,254,196,5
214,19,199,254,185,5
189,13,220,250,161,5
179,11,225,247,153,5
224,18,194,254,193,5
221,15,201,253,185,5
170,9,227,244,149,5
194,10,218,249,164,5
195,11,218,249,164,5
194,13,218,250,164,5
195,15,216,251,165,5
191,15,218,250,162,5
190,11,220,248,161,5
188,12,221,249,160,5
185,13,222,249,157,5
191,11,220,249,162,5
191,11,220,249,162,5
189,11,220,249,161,5
194,8,219,247,162,5
356,32,154,167,138,6
353,31,152,170,145,6
344,30,147,179,161,6
336,28,147,190,175,6
338,24,160,198,172,6
340,21,171,204,169,6
345,17,184,211,164,6
347,12,196,220,162,6
129,18,246,227,102,6
201,17,210,253,172,6
57,19,229,197,93,6
31,19,211,195,113,6
19,18,204,200,128,6
9,16,201,207,141,6
333,20,170,210,177,6
316,29,130,201,204,6
312,36,105,190,213,6
318,34,113,187,203,6
337,30,142,184,173,6
355,29,160,176,144,6
357,29,161,174,141,6
355,29,160,176,144,6
349,28,158,182,155,6
343,25,160,192,165,6
344,22,170,200,165,6
349,18,184,207,160,6
0,14,199,214,151,6
4,10,207,220,151,6
230,11,203,250,184,6
232,11,202,250,184,6
225,11,205,251,182,6
49,15,225,206,111,6
34,14,217,209,124,6
38,13,219,212,125,6
41,16,221,204,114,6
41,19,219,194,103,6
42,21,218,188,96,6
18,23,196,186,119,6
15,24,191,183,121,6
20,25,193,178,111,6
2,25,177,184,137,6
337,28,146,188,174,6
319,34,113,186,202,6
313,37,98,184,212,6
334,29,143,189,177,6
353,27,163,182,150,6
356,27,166,180,143,6
356,27,166,180,144,6
354,26,167,184,149,6
351,24,171,192,154,6
353,20,181,201,154,6
4,16,198,208,146,6
25,12,214,215,135,6
22,8,215,224,145,6
342,7,206,230,162,6
281,9,196,241,185,6
268,7,202,243,179,6
184,9,222,247,157,6
52,14,226,208,112,6
30,17,213,202,120,6
20,21,201,191,120,6
21,23,198,185,115,6
24,21,203,190,116,6
22,19,204,195,121,6
21,21,202,192,120,6
28,23,203,182,105,6
32,25,205,177,96,6
22,25,196,179,109,6
8,26,179,178,127,6
8,29,173,169,121,6
11,32,169,158,111,6
359,34,151,159,131,6
342,35,128,165,162,6
326,38,104,171,191,6
318,38,99,178,204,6
322,33,121,188,197,6
333,27,147,194,179,6
350,25,166,190,156,6
356,25,171,186,146,6
355,25,170,186,147,6
357,25,173,186,144,6
6,19,194,201,141,6
51,13,226,211,116,6
143,2,223,238,151,6
152,9,232,240,139,6
169,13,230,245,144,6
179,13,225,247,152,6
194,19,214,252,164,6
56,9,226,222,130,6
18,9,213,220,144,6
15,13,208,212,139,6
34,17,215,201,117,6
43,17,221,201,110,6
31,14,216,209,127,6
19,14,208,209,135,6
33,18,213,197,113,6
36,21,214,189,103,6
18,20,200,193,124,6
1,22,184,193,142,6
3,24,180,186,137,6
7,27,178,177,127,6
357,28,166,179,142,6
321,32,122,190,198,6
314,32,122,197,207,6
154,15,237,240,129,6
181,16,224,248,152,6
148,13,237,239,130,6
177,17,226,247,147,6
223,31,166,251,206,6
342,3,213,235,159,6
13,5,215,229,151,6
69,14,234,212,107,6
14,8,213,224,148,6
354,17,189,207,155,6
358,19,188,203,149,6
5,20,190,197,140,6
355,21,182,199,151,6
333,22,163,205,178,6
198,2,218,240,158,6
67,4,223,232,144,6
58,9,227,221,128,6
43,9,222,220,132,6
332,8,201,230,168,6
229,24,175,253,207,6
8,9,210,223,150,6
342,11,198,224,165,6
4,11,206,220,151,6
350,11,200,221,160,6
237,17,188,252,199,6
228,11,204,250,183,6
233,19,185,253,201,6
230,16,194,253,194,6
222,18,195,254,191,6
230,11,202,251,184,6
226,16,195,253,192,6
254,4,210,242,170,6
223,10,208,250,178,6
222,19,193,254,193,6
200,14,214,252,170,6
211,23,195,254,185,6
222,32,164,250,205,6
195,20,212,252,166,6
216,30,176,252,196,6
205,30,187,250,180,6
232,17,191,253,196,6
217,18,198,254,187,6
171,17,229,246,142,6
181,20,222,248,150,6
270,9,198,243,185,6
118,5,228,236,142,6
140,8,233,238,136,6
220,16,199,254,187,6
230,24,177,253,206,6
85,5,228,231,137,6
103,12,240,224,112,6
227,21,185,254,199,6
227,16,194,253,193,6
217,20,195,254,189,6
220,8,210,248,174,6
203,12,214,251,170,6
229,5,213,244,169,6
240,7,208,246,176,6
209,6,215,246,167,6
59,15,230,208,107,6
322,5,206,234,167,6
309,9,195,234,179,6
24,5,217,230,149,6
0,0,218,238,156,6
194,8,219,247,162,6
29,26,202,175,98,6
57,22,229,189,82,6
335,13,191,223,171,6
327,17,175,218,181,6
25,15,211,205,127,6
23,10,214,218,139,6
38,3,219,233,150,6
126,2,223,237,151,6
156,5,225,240,150,6
43,28,212,166,72,6
46,28,216,167,69,6
339,22,166,202,171,6
333,26,153,198,179,6
24,24,198,179,108,6
20,21,200,190,120,6
18,19,202,198,127,6
15,16,203,204,135,6
18,14,208,209,135,6
21,12,212,213,137,6
22,10,214,218,140,6
32,9,218,221,139,6
39,6,220,227,142,6
37,2,219,234,151,6
37,30,204,162,76,6
38,31,203,157,70,6
341,31,140,178,167,6
338,33,133,175,170,6
21,32,180,155,93,6
16,31,179,161,104,6
11,28,177,170,118,6
12,28,181,172,117,6
14,26,185,176,118,6
13,25,188,181,122,6
22,19,205,196,122,6
18,15,208,208,134,6
17,11,211,218,142,6
17,6,215,226,148,6
32,3,219,232,150,6
35,30,200,159,76,6
35,31,200,157,74,6
33,31,197,155,76,6
336,31,138,182,175,6
336,32,134,179,174,6
18,30,182,162,102,6
16,29,182,167,109,6
12,28,180,171,116,6
14,28,182,171,114,6
17,27,187,172,111,6
18,25,192,178,113,6
26,24,201,181,107,6
30,22,207,187,108,6
31,14,216,209,126,6
42,7,221,225,138,6
45,36,204,140,43,6
37,32,201,152,66,6
34,31,198,157,75,6
34,31,198,157,75,6
32,31,197,158,79,6
333,30,137,186,180,6
333,31,135,184,179,6
25,31,188,158,90,6
21,30,186,163,99,6
18,28,185,168,106,6
13,27,183,173,116,6
15,27,184,172,114,6
20,27,189,171,105,6
24,26,196,174,103,6
30,25,204,177,97,6
35,24,210,181,96,6
35,20,213,191,106,6
39,17,218,199,111,6
39,14,220,209,121,6
47,11,224,217,126,6
68,11,232,218,118,6
36,33,198,149,65,6
34,31,199,156,74,6
33,30,199,160,80,6
331,29,141,192,183,6
330,28,142,193,184,6
29,28,198,169,93,6
24,27,195,172,101,6
22,26,193,175,107,6
19,23,196,184,116,6
27,24,202,181,105,6
33,24,208,181,98,6
40,23,214,182,92,6
43,23,218,184,90,6
42,21,219,190,98,6
44,19,221,195,101,6
44,16,222,202,110,6
48,14,224,208,115,6
57,15,229,208,109,6
42,36,201,139,47,6
35,34,195,146,63,6
35,30,200,159,76,6
332,27,149,196,180,6
328,25,152,202,185,6
34,24,209,179,95,6
28,23,204,183,106,6
26,23,202,184,109,6
26,22,204,187,110,6
26,20,206,192,115,6
43,22,219,187,94,6
48,22,223,187,88,6
46,20,221,191,96,6
47,20,222,192,96,6
46,18,223,197,103,6
46,17,223,201,107,6
46,17,223,201,107,6
43,32,208,154,59,6
38,32,202,153,66,6
37,32,201,153,67,6
38,32,202,154,67,6
36,31,202,157,72,6
338,26,154,193,173,6
334,25,156,199,178,6
34,25,207,176,93,6
26,23,202,183,108,6
25,23,201,183,109,6
29,22,207,187,108,6
37,22,213,187,100,6
44,23,219,184,89,6
48,23,222,183,85,6
48,22,222,186,87,6
46,21,221,190,95,6
49,21,223,190,92,6
49,19,224,195,97,6
47,17,224,200,105,6
40,16,220,202,112,6
23,16,209,204,128,6
39,29,208,164,74,6
40,31,206,158,68,6
40,31,206,157,67,6
341,26,158,192,168,6
338,25,159,196,172,6
33,26,204,173,91,6
24,24,198,179,108,6
24,24,198,179,108,6
30,25,204,177,97,6
39,23,214,184,94,6
44,23,218,182,87,6
47,24,220,180,81,6
48,23,221,183,84,6
47,21,222,189,92,6
49,21,224,189,90,6
50,20,224,191,92,6
45,18,222,197,103,6
31,17,214,202,119,6
13,17,202,203,135,6
40,30,206,160,70,6
37,30,203,160,74,6
343,26,157,190,165,6
341,27,152,188,168,6
27,30,193,162,89,6
21,29,188,167,102,6
22,28,191,169,102,6
29,28,198,167,91,6
32,27,202,169,88,6
36,27,207,171,84,6
38,26,210,173,84,6
42,27,212,171,78,6
44,27,215,172,76,6
43,24,216,179,86,6
43,24,217,181,87,6
42,23,216,182,90,6
18,21,199,191,122,6
6,21,189,194,137,6
38,29,207,165,76,6
35,30,202,161,77,6
341,27,152,188,167,6
338,30,142,182,171,6
22,32,182,154,91,6
22,31,185,158,93,6
27,31,191,158,86,6
31,31,195,158,80,6
34,30,199,158,76,6
34,29,201,162,79,6
38,30,206,161,73,6
42,30,210,162,69,6
40,27,211,169,78,6
39,26,211,175,86,6
34,25,206,175,92,6
12,26,185,179,122,6
4,25,178,182,134,6
37,27,208,172,85,6
335,26,152,195,177,6
20,30,183,161,99,6
30,30,196,162,85,6
35,30,201,160,77,6
37,30,204,161,74,6
36,29,204,163,78,6
41,30,209,161,68,6
44,30,211,161,65,6
42,28,212,166,72,6
38,26,210,174,85,6
28,25,202,178,101,6
18,25,192,178,113,6
11,25,184,179,123,6
3,24,180,186,137,6
326,25,149,203,189,6
323,31,130,193,195,6
18,29,184,166,105,6
27,30,191,159,87,6
33,30,199,160,80,6
33,29,201,165,83,6
38,29,206,162,74,6
38,28,207,166,77,6
44,30,212,160,64,6
44,29,213,164,68,6
37,26,209,173,86,6
22,24,197,181,111,6
14,25,188,179,119,6
12,26,184,179,122,6
7,25,182,183,131,6
318,24,149,210,197,6
311,28,132,207,209,6
24,21,203,189,115,6
39,25,213,178,89,6
44,26,216,174,79,6
44,25,216,178,83,6
48,26,219,175,75,6
44,25,217,176,81,6
48,28,218,168,68,6
47,28,217,166,66,6
46,29,214,165,67,6
35,26,207,173,88,6
18,24,194,183,117,6
12,24,188,184,125,6
13,24,189,183,122,6
12,23,190,187,127,6
301,24,146,221,212,6
41,14,221,208,119,6
60,21,231,190,82,6
60,22,231,189,79,6
57,22,229,188,81,6
53,22,226,188,85,6
53,24,225,180,75,6
48,26,220,175,74,6
12,23,190,187,127,6
17,22,195,187,121,6
20,21,201,191,120,6
20,18,205,199,126,6
317,20,163,218,193,6
304,21,157,224,205,6
46,14,224,208,115,6
59,18,230,199,95,6
61,20,232,193,85,6
59,21,231,191,84,6
59,22,230,190,82,6
56,21,228,191,86,6
51,21,225,191,90,6
50,23,223,184,84,6
43,24,217,180,86,6
38,26,210,174,86,6
18,24,194,182,115,6
14,23,193,187,124,6
21,22,199,187,117,6
28,21,207,189,110,6
30,19,211,196,116,6
19,15,208,207,133,6
319,18,171,220,189,6
307,17,170,227,197,6
52,14,226,209,113,6
60,19,231,196,89,6
59,21,230,192,85,6
58,21,230,191,84,6
46,21,221,189,93,6
37,22,214,186,98,6
32,24,207,180,98,6
28,25,201,176,100,6
